INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=13727;StartDate=2017.01.13,21:33;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2133_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=13727;StartDate=2017.01.13,21:33;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2133_faLog.txt
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-126.729,64.986,-86.508;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=158
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=35.0;Time=158
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=22.6;Time=159
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lcvp;VehicleTime=27.5;Time=159
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=37.4;Time=160
SCORE ScoreDiff=1;PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=f4u1a_corsair;PlayerPos=101.541,83.930,-17.927;Time=162;Scoretype=kills
KILL;AttackerName=5|USMC GENERAL_HUN;AttackerTeam=2;AttackerPos=101.541,83.930,-17.927;VictimName=24[2IG [24th][2IG]~Goda;VictimTeam=1;VictimPos=105.779,69.588,-27.977;VictimKit=JP_LMG_Limited;VictimVehicle=type95_hago;AttackerKit=UP_Engineer;AttackerVehicle=f4u1a_corsair;AttackerWeapon=f4u1a_corsair_RocketLauncher;Time=162
EXIT PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=15.4;Time=162
EXIT PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lcvp;VehicleTime=26.4;Time=162
ENTER PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lcvp;Time=162
ENTER PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;VehicleName=8inch_defgun;Time=162
CAPTURE ControlPointID=4;CaptureType=neutral;CaptureTeam=1;CapturePointPos=103.596,67.636,-22.864;Time=163
CAPTURE ControlPointID=104;CaptureType=neutral;CaptureTeam=1;CapturePointPos=252.391,-56.337,-262.714;Time=163
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=29.1;Time=164
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=8inch_defgun;Time=164
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=165
EXIT PlayerName= [F|H]Quicksilver;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=46.6;Time=166
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.3;Time=167
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=170
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=41.1;Time=170
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=172
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=173
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;Time=175
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lvt-4;Time=176
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=49.6;Time=176
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=176
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=7.8;Time=178
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lcvp;PlayerPos=37.785,65.205,122.712;Time=181;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=37.785,65.205,122.712;VictimName=2IGI24 Lebowski(rus);VictimTeam=1;VictimPos=60.403,96.455,46.803;VictimKit=jp_RifleAssault;VictimVehicle=aichi_val;AttackerKit=UP_Scout;AttackerVehicle=lcvp;AttackerWeapon=30cal_notracer;Time=181
EXIT PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;VehicleName=aichi_val;VehicleTime=39.4;Time=181
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=181
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lcvp;PlayerPos=37.857,65.205,122.672;Time=182;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=37.857,65.205,122.672;VictimName=2IG[24 slav_on_13;VictimTeam=1;VictimPos=61.154,99.898,43.037;VictimKit=JP_LMG_Limited;VictimVehicle=aichi_val;AttackerKit=UP_Scout;AttackerVehicle=lcvp;AttackerWeapon=30cal_notracer;Time=182
EXIT PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=aichi_val;VehicleTime=30.7;Time=182
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=10.3;Time=183
CAPTURE ControlPointID=104;CaptureType=neutral;CaptureTeam=1;CapturePointPos=252.391,-56.337,-262.714;Time=183
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=7.3;Time=184
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=184
SCORE ScoreDiff=-1;PlayerName=[2IG] Humledrik;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-10.430,66.282,-39.781;Time=184;Scoretype=suicides
KILL;AttackerName=[2IG] Humledrik;AttackerTeam=1;AttackerPos=-10.430,66.282,-39.781;VictimName=[2IG] Humledrik;VictimTeam=1;VictimPos=-10.430,66.282,-39.781;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;Time=184
SCORE ScoreDiff=3;PlayerName=2IG|24 R0I0R;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=a6m_zero;PlayerPos=91.040,106.859,0.791;Time=186;Scoretype=kills
KILL;AttackerName=2IG|24 R0I0R;AttackerTeam=1;AttackerPos=91.040,106.859,0.791;VictimName=5|USMC GENERAL_HUN;VictimTeam=2;VictimPos=91.551,107.147,1.216;VictimKit=UP_Engineer;VictimVehicle=f4u1a_corsair;AttackerKit=JP_Engineer_type93;AttackerVehicle=a6m_zero;Time=186
EXIT PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=f4u1a_corsair;VehicleTime=61.3;Time=186
SCORE ScoreDiff=1;PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=91.551,107.147,1.216;Time=186;Scoretype=kills
KILL;AttackerName=5|USMC GENERAL_HUN;AttackerTeam=2;AttackerPos=91.551,107.147,1.216;VictimName=2IG|24 R0I0R;VictimTeam=1;VictimPos=91.040,106.859,0.791;VictimKit=JP_Engineer_type93;VictimVehicle=a6m_zero;AttackerKit=Unknown;AttackerVehicle=MultiPlayerFreeCamera;Time=186
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;VehicleTime=33.8;Time=186
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=188
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=6.9;Time=190
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=192
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=193;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=[F|H] I<ODIUM>I;VictimTeam=2;VictimPos=-139.122,65.119,-55.908;VictimKit=UP_LMG_Limited;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=193
EXIT PlayerName=[F|H] I<ODIUM>I;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=48.9;Time=193
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=193;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=7|USMC Spieler4;VictimTeam=2;VictimPos=-139.122,65.119,-55.908;VictimKit=UP_RifleAssault;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=193
EXIT PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=57.4;Time=193
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=2.1;Time=194
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=44.1;Time=194
SCORE ScoreDiff=4;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=100.434,73.030,36.009;Time=196;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=100.434,73.030,36.009;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=93.499,64.988,42.753;VictimKit=UP_NCO_rifle;VictimVehicle=lcvp;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=196
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=75.8;Time=196
SCORE ScoreDiff=1;PlayerName= [F|H]Papillon;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-47.183,117.740,-110.577;Time=196;Scoretype=Unknown
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=196
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;VehicleTime=76.9;Time=197
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.7;Time=197
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=197
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=198
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=22.6;Time=198
SCORE ScoreDiff=3;PlayerName=2IG|15 knokworst;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=200;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-31.697,66.261,-41.664;Time=200;Scoretype=damageAssists
KILL;AttackerName=2IG|15 knokworst;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-9.158,216.593,-99.970;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=200
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=58.4;Time=200
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=4.0;Time=201
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=201
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lvt-4;Time=202
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=203;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-67.498,65.255,58.463;Time=203;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-25.827,68.474,-26.095;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=203
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=38.4;Time=203
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.6;Time=203
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=99.333,68.243,38.932;Time=204;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=99.333,68.243,38.932;VictimName=5|USMC Tutvys;VictimTeam=2;VictimPos=98.210,66.002,38.948;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=204
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=6.1;Time=208
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=35.7;Time=208
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=208
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=8.6;Time=210
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=211
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=79.1;Time=213
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;Time=213
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=5.1;Time=213
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=213
ENTER PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=75mmdp;Time=213
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=4.0;Time=215
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=215
SCORE ScoreDiff=-1;PlayerName=5|USMC pr0z4c;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=94.784,87.830,21.345;Time=215;Scoretype=suicides
KILL;AttackerName=5|USMC pr0z4c;AttackerTeam=2;AttackerPos=94.784,87.830,21.345;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=94.784,87.830,21.345;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=UP_Scout;AttackerVehicle=dauntlesssbdtorch;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=215
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=91.4;Time=215
SCORE ScoreDiff=1;PlayerName=5|USMC pr0z4c;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=94.784,87.830,21.345;Time=215;Scoretype=kills
KILL;AttackerName=5|USMC pr0z4c;AttackerTeam=2;AttackerPos=94.784,87.830,21.345;VictimName=2IG|24 Mid4eL;VictimTeam=1;VictimPos=95.620,68.335,22.024;VictimKit=JP_Engineer_type93;VictimVehicle=type95_hago;AttackerKit=Unknown;AttackerVehicle=MultiPlayerFreeCamera;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=215
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=27.4;Time=215
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=216
ENTER PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;Time=218
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;Time=218
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.3;Time=219
ENTER PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;Time=219
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=6.2;Time=219
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=219
SCORE ScoreDiff=1;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=lcvp;PlayerPos=97.058,65.205,41.769;Time=220;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=5|USMC Tutvys;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=lcvp;PlayerPos=97.712,65.996,40.968;Time=220;Scoretype=damageAssists
KILL;AttackerName=5|USMC RedYuri;AttackerTeam=2;AttackerPos=97.058,65.205,41.769;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=98.311,68.446,38.560;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_NCO_rifle;AttackerVehicle=lcvp;AttackerWeapon=30cal_notracer;Time=220
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=79.9;Time=221
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=221
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.6;Time=221
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.9;Time=221
SCORE ScoreDiff=1;PlayerName=2IG|15 knokworst;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=221;Scoretype=kills
KILL;AttackerName=2IG|15 knokworst;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName=1|USMC jay919;VictimTeam=2;VictimPos=-109.705,65.204,-27.910;VictimKit=UP_RifleAssault;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=221
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.7;Time=221
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;Time=222
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=2.0;Time=223
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=223
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=0.4;Time=223
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=223
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=1.7;Time=225
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=225
SCORE ScoreDiff=1;PlayerName=[2IG] Otto1;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=227;Scoretype=Unknown
ENTER PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=8inch_defgun;Time=228
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=hellcat;Time=229
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=16.7;Time=230
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;Time=230
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=5.1;Time=230
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=230
