INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=20439;StartDate=2017.01.13,23:25;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2325_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=20439;StartDate=2017.01.13,23:25;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2325_faLog.txt
ENTER PlayerName=[2IG] Humledrik;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=154
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=34.3;Time=154
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=154
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=75mmdp;Time=158
ENTER PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=75mmdp;Time=159
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=4.6;Time=159
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=159
SCORE ScoreDiff=4;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=159;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-144.242,64.984,-65.542;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=159
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.2;Time=159
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=167
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=25.2;Time=167
SCORE ScoreDiff=4;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=167;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=7[1USM CLavish;VictimTeam=2;VictimPos=-130.158,64.985,-113.244;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=167
EXIT PlayerName=7[1USM CLavish;PlayerTeam=2;VehicleName=lcvp;VehicleTime=47.4;Time=167
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=167;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=7[USMC gerul;VictimTeam=2;VictimPos=-130.700,65.197,-112.629;VictimKit=UP_Engineer;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=167
EXIT PlayerName=7[USMC gerul;PlayerTeam=2;VehicleName=lcvp;VehicleTime=36.9;Time=167
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=33.4;Time=172
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=172
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=173
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=2.3;Time=174
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=174
KILL;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=181.463,67.320,-51.455;VictimKit=jp_NCO;VictimVehicle=type97_chiha;Time=176
EXIT PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=30.9;Time=176
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=177
ENTER PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=177
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=179
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=6.1;Time=180
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=180
SCORE ScoreDiff=3;PlayerName=2IG|24 R0I0R;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=a6m_zero;PlayerPos=-26.618,370.281,1.517;Time=181;Scoretype=kills
KILL;AttackerName=2IG|24 R0I0R;AttackerTeam=1;AttackerPos=-26.618,370.281,1.517;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-47.990,345.487,-52.257;VictimKit=UP_RifleAssault;VictimVehicle=dauntlesssbdtorch;AttackerKit=JP_Engineer_type93;AttackerVehicle=a6m_zero;AttackerWeapon=a6m_zero_Cannons2;Time=181
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=40.3;Time=181
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=55.4;Time=183
EXIT PlayerName=[2IG] Humledrik;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=29.6;Time=183
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=184
EXIT PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=39.6;Time=185
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;Time=186
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=5.8;Time=186
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=7.5;Time=187
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.3;Time=188
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;Time=190
ENTER PlayerName=7[1USM CLavish;PlayerTeam=2;VehicleName=lvt-4;Time=190
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=191
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.0;Time=191
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type95_hago;Time=191
ENTER PlayerName=[2IG] Humledrik;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=191
SCORE ScoreDiff=-1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-119.982,65.907,183.275;Time=193;Scoretype=suicides
KILL;VictimName=1|USMC Seng711;VictimTeam=2;VictimPos=-119.982,65.907,183.275;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;Time=193
SCORE ScoreDiff=1;PlayerName=5|USMC pr0z4c;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-46.680,93.231,-100.686;Time=194;Scoretype=kills
KILL;AttackerName=5|USMC pr0z4c;AttackerTeam=2;AttackerPos=-46.680,93.231,-100.686;VictimName=2IG15 [F|H]Gunghoo;VictimTeam=1;VictimPos=-42.991,68.471,-97.313;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Scout;AttackerVehicle=dauntlesssbdtorch;AttackerWeapon=DauntlessSBDtorch_50kg_bombs;Time=194
EXIT PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=57.5;Time=194
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=198
ENTER PlayerName= 2IGI24 GrantRuss;PlayerTeam=1;VehicleName=75mmdp;Time=198
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=199
SCORE ScoreDiff=3;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=a6m_zero;PlayerPos=-86.496,127.410,-92.628;Time=199;Scoretype=kills
KILL;AttackerName=2IG|15 BamBam_55;AttackerTeam=1;AttackerPos=-86.496,127.410,-92.628;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-136.799,80.817,-89.072;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=jp_RifleAssault;AttackerVehicle=a6m_zero;AttackerWeapon=a6m_zero_Cannons1;Time=199
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=69.6;Time=199
EXIT PlayerName=[2IG] Humledrik;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=10.6;Time=202
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=20.0;Time=204
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;Time=204
ENTER PlayerName=2IG|HQ Wualy;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=204
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=205
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=6.2;Time=205
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=205
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.5;Time=206
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=2.2;Time=208
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=35.1;Time=208
ENTER PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=8inch_defgun;Time=209
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=32.7;Time=210
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=210
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;Time=211
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=68.2;Time=216
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=216
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.3;Time=217
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=217
SCORE ScoreDiff=1;PlayerName=2IG|24 R0I0R;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=a6m_zero;PlayerPos=45.172,66.507,78.942;Time=221;Scoretype=kills
KILL;AttackerName=2IG|24 R0I0R;AttackerTeam=1;AttackerPos=45.172,66.507,78.942;VictimName=1|USMC jay919;VictimTeam=2;VictimPos=45.915,66.033,118.471;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=a6m_zero;AttackerWeapon=a6m_zero_Cannons2;Time=221
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.8;Time=221
KILL;VictimName=2IG|24 R0I0R;VictimTeam=1;VictimPos=45.268,65.553,92.647;VictimKit=JP_Engineer_type93;VictimVehicle=a6m_zero;Time=222
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;VehicleTime=82.7;Time=222
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=222;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=1|USMC sch@mpus;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-145.518,65.985,-17.026;Time=222;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-28.795,69.879,-29.047;VictimKit=JP_PickUpSniper;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=222
ENTER PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=224
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=14.9;Time=226
ENTER PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=230
SCORE ScoreDiff=4;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=230;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=7[1MD] GeoPat;VictimTeam=2;VictimPos=-98.756,64.990,-114.578;VictimKit=UP_NCO_rifle;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=230
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=109.9;Time=230
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=230;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=-99.221,65.177,-115.255;VictimKit=UP_LMG_Limited;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=230
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;VehicleTime=109.8;Time=230
EXIT PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=21.9;Time=231
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=us05insinglemk30_arty_1;Time=234
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=hellcat;Time=235
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=235
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=236;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-142.824,65.125,-145.909;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=236
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=105.5;Time=236
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=236;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName= [F|H]Quicksilver;VictimTeam=2;VictimPos=-142.824,65.125,-145.909;VictimKit=UP_RifleAssault;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=236
EXIT PlayerName= [F|H]Quicksilver;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=94.5;Time=236
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=236;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7[1USM CLavish;VictimTeam=2;VictimPos=-142.824,65.125,-145.909;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=236
EXIT PlayerName=7[1USM CLavish;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=45.2;Time=236
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=236;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-142.824,65.125,-145.909;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=236
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=45.0;Time=236
KILL;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-64.798,66.043,-215.747;VictimKit=UP_Scout;VictimVehicle=lcvp;Time=237
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=27.5;Time=237
KILL;VictimName=5|USMC AL-SAHAD;VictimTeam=2;VictimPos=-64.806,65.997,-215.731;VictimKit=UP_Scout;VictimVehicle=lcvp;Time=237
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=31.9;Time=237
KILL;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=-64.859,64.984,-215.881;VictimKit=UP_RifleAssault;VictimVehicle=lcvp;Time=237
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=117.2;Time=237
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.5;Time=238
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=238
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.7;Time=240
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=240
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.5;Time=240
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=240
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.4;Time=242
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=242
ENTER PlayerName=7[1USM CLavish;PlayerTeam=2;VehicleName=lcvp;Time=246
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;Time=247
ENTER PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=8inch_defgun;Time=248
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=6.7;Time=248
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=248
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=hellcat;Time=250
ENTER PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lvt-4;Time=250
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=251;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-51.616,64.800,34.270;Time=251;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-25.827,68.474,-26.095;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=251
EXIT PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=2.9;Time=251
ENTER PlayerName=7[USMC gerul;PlayerTeam=2;VehicleName=lcvp;Time=252
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=7.0;Time=255
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=255
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=260
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=260
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;Time=262
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=7.5;Time=263
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=263
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=4.4;Time=267
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=267
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=5.4;Time=273
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=273
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=276
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=278;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC sch@mpus;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-145.515,65.985,-17.030;Time=278;Scoretype=targetAssists
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-33.085,66.875,-47.362;VictimKit=JP_Engineer_type93;VictimVehicle=75mmdp;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=278
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=120.7;Time=278
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lcvp;Time=281
ENTER PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=75mmdp;Time=282
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=kurogane;Time=283
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=117.9;Time=285
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=285
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lcvp;Time=290
