INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=11607;StartDate=2017.01.13,20:58;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2058_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=11607;StartDate=2017.01.13,20:58;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2058_faLog.txt
ENTER PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=75mmdp;Time=139
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=142
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=kurogane;VehicleTime=17.6;Time=143
EXIT PlayerName=2IGCpt Malleus_RUSSI;PlayerTeam=1;VehicleName=kurogane;VehicleTime=12.5;Time=144
ENTER PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=kurogane;Time=145
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=149
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=75mmdp;Time=149
ENTER PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=75mmdp;Time=151
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type97_chiha;Time=151
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=18.1;Time=152
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=f4u1a_corsair;Time=153
ENTER PlayerName=2IG|15 knokworst;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=154
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-33.253,108.137,-47.957;Time=155;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-33.253,108.137,-47.957;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-33.085,66.875,-47.362;VictimKit=JP_Engineer_type93;VictimVehicle=75mmdp;AttackerKit=UP_Scout;AttackerVehicle=dauntlesssbdtorch;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=155
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=6.2;Time=155
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-33.253,108.137,-47.957;Time=155;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-33.253,108.137,-47.957;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-31.697,66.261,-41.664;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Scout;AttackerVehicle=dauntlesssbdtorch;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=155
EXIT PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=21.5;Time=155
ENTER PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=75mmdp;Time=156
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;Time=159
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type92_nambu_tripod;Time=161
EXIT PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=kurogane;VehicleTime=17.4;Time=162
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;Time=163
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=34.9;Time=163
EXIT PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lcvp;VehicleTime=35.4;Time=164
SCORE ScoreDiff=4;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-25.827,68.474,-26.095;Time=166;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=150.169,67.525,-61.080;Time=166;Scoretype=Unknown
KILL;AttackerName=2IG|15 [F|H]RAnDOOm;AttackerTeam=1;AttackerPos=-25.827,68.474,-26.095;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-59.509,64.979,43.085;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=166
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lcvp;VehicleTime=45.8;Time=166
EXIT PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type92_nambu_tripod;VehicleTime=6.4;Time=167
ENTER PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=aichi_val;Time=168
EXIT PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=34.4;Time=168
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type92_nambu_tripod;Time=168
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=169
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=40.3;Time=170
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;Time=170
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.5;Time=172
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;Time=172
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.3;Time=172
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;Time=172
ENTER PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=type95_hago;Time=174
SCORE ScoreDiff=3;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-7.276,65.576,-48.829;Time=176;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=148.131,67.846,-65.116;Time=176;Scoretype=Unknown
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-7.276,65.576,-48.829;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=13.097,113.349,-21.158;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=176
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=51.3;Time=176
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=7.6;Time=176
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=176
ENTER PlayerName=[F|H] I<ODIUM>I;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=176
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=177
EXIT PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type92_nambu_tripod;VehicleTime=9.0;Time=177
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=31.6;Time=180
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=180
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.1;Time=181
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=181
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=187;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=142.730,67.853,-73.537;Time=187;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7[1st] buddydog123;VictimTeam=2;VictimPos=-107.841,65.120,-35.442;VictimKit=UP_RifleAssault;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=187
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=66.5;Time=187
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=187;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=142.730,67.853,-73.537;Time=187;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-107.841,65.120,-35.442;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=187
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=6.2;Time=187
ENTER PlayerName=2IGCpt Malleus_RUSSI;PlayerTeam=1;VehicleName=type95_hago;Time=189
ENTER PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=190
SCORE ScoreDiff=1;PlayerName=2IG|24 R0I0R;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=a6m_zero;PlayerPos=-32.917,93.501,66.655;Time=192;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=116.678,79.262,-79.329;Time=192;Scoretype=Unknown
KILL;AttackerName=2IG|24 R0I0R;AttackerTeam=1;AttackerPos=-32.917,93.501,66.655;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-50.454,65.207,75.990;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=a6m_zero;AttackerWeapon=a6m_zero_Cannons2;Time=192
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=11.8;Time=192
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=28.8;Time=192
SCORE ScoreDiff=1;PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=f4u1a_corsair;PlayerPos=-65.413,127.932,-98.588;Time=192;Scoretype=kills
KILL;AttackerName=5|USMC GENERAL_HUN;AttackerTeam=2;AttackerPos=-65.413,127.932,-98.588;VictimName=2IG|15 knokworst;VictimTeam=1;VictimPos=-42.991,68.471,-97.313;VictimKit=jp_Scout;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Engineer;AttackerVehicle=f4u1a_corsair;AttackerWeapon=f4u1a_corsair_RocketLauncher;Time=192
EXIT PlayerName=2IG|15 knokworst;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=38.1;Time=192
ENTER PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=202
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=204
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=79.9;Time=204
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=204
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.8;Time=206
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=206
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=207
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;Time=207
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=3.8;Time=208
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=208
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=209
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=209
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.8;Time=210
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=210
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=4.4;Time=211
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=211
SCORE ScoreDiff=-1;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-31.697,66.261,-41.664;Time=213;Scoretype=suicides
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-31.697,66.261,-41.664;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-31.697,66.261,-41.664;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=213
EXIT PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=23.1;Time=213
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.3;Time=213
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=213
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.1;Time=213
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=213
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;Time=216
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=13.0;Time=226
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=226
ENTER PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=227
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=16.3;Time=230
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=230
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lcvp;PlayerPos=-189.729,65.205,0.964;Time=231;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-189.729,65.205,0.964;VictimName=2IG|24 R0I0R;VictimTeam=1;VictimPos=-149.033,165.029,-8.179;VictimKit=JP_Engineer_type93;VictimVehicle=a6m_zero;AttackerKit=UP_Scout;AttackerVehicle=lcvp;AttackerWeapon=30cal_notracer;Time=231
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;VehicleTime=107.0;Time=231
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;VehicleTime=6.2;Time=232
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lcvp;Time=232
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=74.5;Time=233
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;VehicleTime=115.6;Time=236
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lcvp;VehicleTime=64.8;Time=237
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=7.9;Time=237
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;Time=237
EXIT PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lcvp;VehicleTime=112.8;Time=238
SCORE ScoreDiff=-1;PlayerName=[2IG] Otto1;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-31.697,66.261,-41.664;Time=241;Scoretype=suicides
KILL;AttackerName=[2IG] Otto1;AttackerTeam=1;AttackerPos=-31.697,66.261,-41.664;VictimName=[2IG] Otto1;VictimTeam=1;VictimPos=-31.697,66.261,-41.664;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=241
EXIT PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=13.2;Time=241
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=99.576,89.837,40.078;Time=241;Scoretype=Unknown
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=30.331,87.305,-6.880;Time=241;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=102.025,90.800,38.958;Time=242;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=32.466,86.321,-5.482;Time=242;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=102.025,90.800,38.958;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=98.891,67.359,38.983;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=242
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=102.025,90.800,38.958;Time=242;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=32.466,86.321,-5.482;Time=242;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=102.025,90.800,38.958;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=98.262,65.723,39.239;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=242
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=102.025,90.800,38.958;Time=242;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=32.466,86.321,-5.482;Time=242;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=102.025,90.800,38.958;VictimName=5|USMC Tutvys;VictimTeam=2;VictimPos=99.517,65.346,39.023;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=242
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;Time=243
ENTER PlayerName=2IG|15 knokworst;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=244
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=119.9;Time=246
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;Time=246
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-30.031,110.907,-35.174;Time=247;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-30.031,110.907,-35.174;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-25.827,68.474,-26.095;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_Scout;AttackerVehicle=dauntlesssbdtorch;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=247
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=3.5;Time=247
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=247
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=40.7;Time=248
