INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=15783;StartDate=2017.01.13,22:08;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2208_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=15783;StartDate=2017.01.13,22:08;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2208_faLog.txt
EXIT PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=2.5;Time=161
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=38.2;Time=161
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type95_hago;Time=163
ENTER PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=164
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=28.9;Time=165
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=165
EXIT PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=12.0;Time=166
SCORE ScoreDiff=4;PlayerName=2IG|15 knokworst;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-25.827,68.474,-26.095;Time=167;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.049,-70.510;Time=167;Scoretype=Unknown
KILL;AttackerName=2IG|15 knokworst;AttackerTeam=1;AttackerPos=-25.827,68.474,-26.095;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=-60.360,64.984,52.401;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=167
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;VehicleTime=46.5;Time=167
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=47.5;Time=168
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=36.0;Time=168
SCORE ScoreDiff=1;PlayerName= [F|H]Papillon;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=dauntlesssbdtorch;PlayerPos=-53.603,84.521,-106.889;Time=168;Scoretype=Unknown
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=kurogane;VehicleTime=21.0;Time=169
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lcvp;VehicleTime=51.4;Time=172
SCORE ScoreDiff=3;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=172;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=172;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-30.056,157.911,-141.470;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=dauntlesssbdtorch;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=172
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=47.2;Time=172
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;Time=174
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=28.1;Time=174
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=16.9;Time=175
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=175
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.5;Time=176
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=176
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.4;Time=176
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=176
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=56.3;Time=177
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=lcvp;Time=180
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=180
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=180;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=lcvp;PlayerPos=-136.045,64.986,-100.603;Time=180;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG15 [F|H]Gunghoo;VictimTeam=1;VictimPos=-53.494,68.222,-102.592;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=180
EXIT PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=23.9;Time=180
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=5.9;Time=182
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=182
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.4;Time=183
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lcvp;Time=183
EXIT PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.6;Time=183
SCORE ScoreDiff=4;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=185;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=185;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=-98.721,64.977,-56.419;VictimKit=UP_SMGAssault;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=185
EXIT PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lcvp;VehicleTime=49.4;Time=185
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;Time=190
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=75mmdp;Time=191
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.4;Time=192
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=12.0;Time=192
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lcvp;VehicleTime=19.1;Time=193
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=193
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;Time=197
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=197
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-105.850,87.504,-67.856;Time=198;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=198;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-105.850,87.504,-67.856;VictimName=5|USMC AL-SAHAD;VictimTeam=2;VictimPos=-102.640,65.123,-66.433;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=198
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=77.6;Time=198
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-105.850,87.504,-67.856;Time=198;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=198;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-105.850,87.504,-67.856;VictimName=7[1st] buddydog123;VictimTeam=2;VictimPos=-102.640,65.123,-66.433;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=198
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=60.9;Time=198
ENTER PlayerName=1|USMC KarlGeorg;PlayerTeam=2;VehicleName=lcvp;Time=199
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=199;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=lcvp;PlayerPos=-97.259,64.984,-118.477;Time=199;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-50.171,71.276,-100.522;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=199
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=2.7;Time=199
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=us05insinglemk30_arty_1;Time=201
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lcvp;Time=202
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=202;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=202;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName=[F|H] I<ODIUM>I;VictimTeam=2;VictimPos=-111.717,65.120,-78.882;VictimKit=UP_RifleAssault;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=202
EXIT PlayerName=[F|H] I<ODIUM>I;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=79.4;Time=202
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=203;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.049,-70.510;Time=203;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=-110.696,65.119,-79.459;VictimKit=UP_NCO;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=203
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=82.8;Time=203
KILL;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-39.394,65.602,-156.984;VictimKit=UP_Engineer;VictimVehicle=dauntlesssbdtorch;Time=203
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=58.5;Time=203
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=7.9;Time=205
ENTER PlayerName=1|USMC eXHaLe;PlayerTeam=2;VehicleName=lcvp;Time=205
ENTER PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=lcvp;Time=206
EXIT PlayerName=1|USMC eXHaLe;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.9;Time=207
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=pipercub_us;Time=209
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=48.4;Time=213
EXIT PlayerName=1|USMC KarlGeorg;PlayerTeam=2;VehicleName=lcvp;VehicleTime=14.4;Time=214
EXIT PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lcvp;VehicleTime=12.1;Time=214
EXIT PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=lcvp;VehicleTime=8.8;Time=214
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=215;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.049,-70.510;Time=215;Scoretype=Unknown
SCORE ScoreDiff=2;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=-42.991,68.471,-97.313;Time=215;Scoretype=cpDefends
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.049,-70.510;Time=215;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-42.991,68.471,-97.313;VictimName=7[1MD] GeoPat;VictimTeam=2;VictimPos=-46.969,67.398,-104.426;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=215
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-55.323,80.910,-109.893;Time=218;Scoretype=Unknown
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=218;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-53.868,80.910,-108.799;Time=218;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=218;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-53.868,80.910,-108.799;VictimName=1|USMC Dreloc;VictimTeam=2;VictimPos=-53.901,67.564,-109.912;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=218
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-53.868,80.910,-108.799;Time=218;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=218;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-53.868,80.910,-108.799;VictimName=1|USMC KarlGeorg;VictimTeam=2;VictimPos=-53.891,66.459,-111.162;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=218
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-53.868,80.910,-108.799;Time=218;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=218;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-53.868,80.910,-108.799;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=-55.374,66.205,-110.037;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=218
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=aichi_val;PlayerPos=-53.868,80.910,-108.799;Time=218;Scoretype=kills
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=215.439,67.057,-70.510;Time=218;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-53.868,80.910,-108.799;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-53.552,67.522,-109.511;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;AttackerKit=jp_RifleAssault;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=218
EXIT PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=88.2;Time=225
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-59.829,67.484,-99.247;Time=225;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-59.829,67.484,-99.247;VictimName=2IG15 [F|H]Gunghoo;VictimTeam=1;VictimPos=-55.011,69.875,-102.571;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=225
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=kurogane;Time=226
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=227
SCORE ScoreDiff=1;PlayerName= [F|H]Quicksilver;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-49.752,70.890,-102.533;Time=228;Scoretype=kills
KILL;AttackerName= [F|H]Quicksilver;AttackerTeam=2;AttackerPos=-49.752,70.890,-102.533;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-45.858,69.444,-98.863;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=228
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=229;Scoretype=kills
